spread-min,spread-max,spread-1q,spread-3q,spread-median,spread-mean,seed-min,seed-max,seed-1q,seed-3q,seed-median,seed-mean,communities-min,communities-max,communities-1q,communities-3q,communities-median,communities-mean,fairness-min,fairness-max,fairness-1q,fairness-3q,fairness-median,fairness-mean,budget-min,budget-max,budget-1q,budget-3q,budget-median,budget-mean,time-min,time-max,time-1q,time-3q,time-median,time-mean
0.0040008491367110105,0.11733088027172374,0.06486236909142373,0.10326846872346448,0.0897827625247665,0.08228822126076583,0.06,1.0,0.27,0.7024999999999999,0.44,0.48291666666666666,0.49402913748332644,0.9654032839215075,0.9362013176950499,0.9559988516783537,0.949754146859461,0.9365022446834568,0.1674453888423022,0.9761244713422488,0.8618433186555037,0.9118913695156041,0.8865757792837936,0.8649670192666777,-0.1163474643138942,0.977835162470411,0.0920575998852306,0.5182644717021734,0.2830320636970088,0.32411847889575457,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20119047619047614
0.0040008491367110105,0.11733088027172374,0.06133385225021228,0.10310147183696575,0.08874186243985281,0.08028546489839612,0.06,1.0,0.28,0.73,0.46,0.5013966480446927,0.49402913748332644,0.9654032839215075,0.9332408948418874,0.9555990113447506,0.9484693637558712,0.9348290745287776,0.1674453888423022,0.9761244713422488,0.8573949373226939,0.9119448363176532,0.8858381563706723,0.860828120458261,-0.1163474643138942,0.977835162470411,0.10377663008392513,0.5497632881428879,0.29915357578365975,0.34454999701455336,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20111731843575412
0.0040008491367110105,0.11733088027172374,0.06041324653269176,0.10331163317294084,0.08849561279365978,0.07949988693989789,0.06,1.0,0.27,0.745,0.46,0.5080446927374301,0.49402913748332644,0.9654032839215075,0.9324411670205061,0.9552205401011089,0.9484289670659858,0.9341537703344328,0.1674453888423022,0.9835386673594192,0.8563778553248982,0.908799602072093,0.8855864224537946,0.8577614295311657,-0.1163474643138942,0.977835162470411,0.09172584463094469,0.5670145613657557,0.300695789398178,0.3510294180703275,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20111731843575412
0.006518539484857062,0.11733088027172374,0.05907444098499859,0.10326846872346448,0.08816161902066233,0.07913940301997317,0.06,1.0,0.27,0.7525,0.46499999999999997,0.5117391304347826,0.49402913748332644,0.9654032839215075,0.9310731487361422,0.9552168045490245,0.9483637012632029,0.9344431886958894,0.1674453888423022,0.9835386673594192,0.8540953191877267,0.9092247351545202,0.8858742463707717,0.854024677650137,-0.1163474643138942,0.9733519833584391,0.0920575998852306,0.5722957463596586,0.30168208880281183,0.3545438384745652,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20108695652173905
0.006518539484857062,0.11733088027172374,0.06082366260968016,0.10370931219926408,0.08849561279365978,0.08007736831191319,0.06,1.0,0.27,0.74,0.46,0.5043850267379679,0.49402913748332644,0.9654032839215075,0.9328102462388481,0.95526517189578,0.9490655146208133,0.9355489104536306,0.1674453888423022,0.9835386673594192,0.855465777832503,0.9120522791936052,0.8876189781303421,0.8584512860971923,-0.1163474643138942,0.9733519833584391,0.08916146617889675,0.5621368624919303,0.300695789398178,0.34517084412652715,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20106951871657747
0.006518539484857062,0.11733088027172374,0.06091742145485423,0.10326846872346448,0.08816161902066233,0.08026988250720611,0.06,1.0,0.27,0.7324999999999999,0.475,0.5041326530612245,0.49402913748332644,0.9654032839215075,0.9343934483575072,0.9555318743692428,0.9491073044612945,0.9361488576828451,0.1674453888423022,0.9835386673594192,0.8573548491935635,0.9127957378618152,0.8898110354270178,0.8602778229152914,-0.1163474643138942,0.9733519833584391,0.0920575998852306,0.5534394950147048,0.30168208880281183,0.3437787746904228,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20102040816326527
0.006518539484857062,0.11733088027172374,0.06412998867817718,0.10413954146617606,0.08892725728842343,0.08157854371624539,0.06,1.0,0.27,0.7175,0.46,0.4916666666666667,0.49402913748332644,0.9654032839215075,0.9366541992979015,0.9557479581621817,0.9493896632664227,0.937700765131244,0.1674453888423022,0.9835386673594192,0.8622239648200224,0.9128195862009354,0.891891983957204,0.8655487465942444,-0.1163474643138942,0.9733519833584391,0.08465138799225305,0.5285040527939173,0.2889677928412596,0.33005092166917005,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20101010101010092
0.006518539484857062,0.11733088027172374,0.06412998867817718,0.10425346730823663,0.08857911123690915,0.0815916899502008,0.06,1.0,0.2625,0.7175,0.46499999999999997,0.4916831683168317,0.49402913748332644,0.9654032839215075,0.9369453835727255,0.9559326513610911,0.949623176269399,0.9379921074077694,0.1674453888423022,0.9835386673594192,0.8634878193428908,0.9135308578986803,0.8924220649832352,0.8668585167847522,-0.1163474643138942,0.9733519833584391,0.08370095402051506,0.531893336202568,0.2914963058604117,0.3296800306241083,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20099009900990097
0.006518539484857062,0.11733088027172374,0.0639753750353807,0.10422870082083216,0.08853523917350693,0.08169957710482029,0.06,1.0,0.265,0.725,0.47,0.4925123152709359,0.49402913748332644,0.9654032839215075,0.9366608508694869,0.9558727172799453,0.9495025528887107,0.9382455211983743,0.1674453888423022,0.9835386673594192,0.8642665164873584,0.9134425235706393,0.8924996973224496,0.8689430954143468,-0.1163474643138942,0.9733519833584391,0.08372785309518688,0.539057456423499,0.29241087439925395,0.3298119838602019,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20098522167487679
0.006518539484857062,0.11733088027172374,0.0644027738465893,0.1042782337956411,0.08862298330031136,0.08201870171829372,0.06,1.0,0.26,0.71,0.47,0.4913170731707317,0.49402913748332644,0.9654032839215075,0.9372166131327935,0.9559925854422369,0.9495025528887107,0.9387695409119464,0.1674453888423022,0.9835386673594192,0.8679044832431014,0.9150567301966311,0.8945889946714409,0.8720370431806215,-0.1163474643138942,0.9733519833584391,0.08378165124453052,0.5341797575496736,0.29241087439925395,0.32755672424380794,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20097560975609752
0.006518539484857062,0.11733088027172374,0.0639753750353807,0.10422870082083216,0.08849561279365978,0.0815964038456637,0.06,1.0,0.265,0.725,0.48,0.4961137440758294,0.49402913748332644,0.9654032839215075,0.9365151220542142,0.9557430672067099,0.9492767736441348,0.9383467208187887,0.1674453888423022,0.9835386673594192,0.8642665164873584,0.9134425235706393,0.893737785785491,0.8705378240281143,-0.1163474643138942,0.9733519833584391,0.08552112473997558,0.539057456423499,0.29915357578365975,0.33178772015171587,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20094786729857816
0.006518539484857062,0.11733088027172374,0.06339583923011605,0.10403870648174356,0.087432776677045,0.08125835828375708,0.06,1.0,0.27,0.73,0.5,0.5008256880733946,0.49402913748332644,0.9654032839215075,0.9364909250369091,0.9556661483202583,0.9491555085763793,0.9382338534792531,0.1674453888423022,0.9835386673594192,0.8622239648200224,0.9131693339047656,0.8922597918308341,0.8703274034920095,-0.1163474643138942,0.9733519833584391,0.09367154436554048,0.5496108600530808,0.3098414747866007,0.33605466418438384,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20091743119266053
0.006518539484857062,0.11733088027172374,0.0643118454571186,0.10342414378714973,0.08689923577696008,0.0811788153026566,0.06,1.0,0.27,0.7224999999999999,0.5,0.503125,0.49402913748332644,0.9654032839215075,0.9365393190715192,0.9554085839991564,0.9491073044612945,0.9384264154897429,0.1674453888423022,0.9835386673594192,0.8650452136318262,0.9133541892425983,0.8924220649832352,0.8711284161464973,-0.1163474643138942,0.9733519833584391,0.09899756115056307,0.5426619324295243,0.31936374722042893,0.3377402984004017,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20089285714285715
0.006518539484857062,0.11733088027172374,0.06403906028870648,0.10402066232663458,0.08769176337390319,0.08141103980184249,0.06,1.0,0.27,0.73,0.5,0.5006334841628959,0.49402913748332644,0.9654032839215075,0.9374091485324254,0.955464737393735,0.949197181472161,0.938506939655797,0.1674453888423022,0.9761244713422488,0.8679044832431014,0.9132658549145571,0.8921751510176475,0.8709794710927676,-0.1163474643138942,0.9733519833584391,0.09751811204361238,0.5501398751882935,0.3036367548956316,0.3345965755489927,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20090497737556556
0.006518539484857062,0.11733088027172374,0.0643118454571186,0.10420393433342769,0.08855929804698556,0.08200952705658338,0.06,1.0,0.2675,0.7224999999999999,0.48,0.49454545454545445,0.49402913748332644,0.9654032839215075,0.9380107866185501,0.955738176251238,0.9493651985260888,0.9387620186601329,0.1674453888423022,0.9665102630741436,0.871913998476467,0.9120520245576783,0.8910675691281588,0.8705924027264024,-0.1163474643138942,0.9733519833584391,0.08924216340291227,0.5426619324295243,0.29992468259091887,0.32793803105294395,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20090909090909087
0.006518539484857062,0.11733088027172374,0.06403906028870648,0.10463911689782054,0.08862298330031136,0.08230576478016581,0.06,1.0,0.26,0.73,0.48,0.49180995475113126,0.49402913748332644,0.9654032839215075,0.9382330191829494,0.9557332852957661,0.9500168702014752,0.9393232566988932,0.1674453888423022,0.9728385544805314,0.8746893318152217,0.9137988155472466,0.8923444326440207,0.8743192000701261,-0.1163474643138942,0.9733519833584391,0.08367405494584323,0.5501398751882935,0.29915357578365975,0.324387423274751,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20090497737556556
0.006518539484857062,0.11733088027172374,0.06342768185677894,0.10414555618454571,0.08775969431078404,0.08151514293801303,0.06,1.0,0.27,0.73,0.495,0.4996086956521739,0.49402913748332644,0.9654032839215075,0.9374814398460949,0.9554588969427361,0.9496622969411829,0.9388945096145784,0.1674453888423022,0.9858507326844008,0.8751383858984266,0.9137539097171153,0.8942861230273135,0.8730632469463684,-0.1163474643138942,0.9733519833584391,0.09139408937665877,0.5521035076393372,0.30315257155153863,0.3329935473408121,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20086956521739124
0.006518539484857062,0.11733088027172374,0.06206198697990377,0.10260331163317293,0.08668553637135579,0.08062884294584194,0.06,1.0,0.28500000000000003,0.735,0.5,0.512127659574468,0.49402913748332644,0.9654032839215075,0.9369863323106248,0.9552477731107638,0.9492767736441348,0.9388310739914004,0.1674453888423022,0.9858507326844008,0.875342776808812,0.9165576503447219,0.8965634667418916,0.8747389182786995,-0.1163474643138942,0.9733519833584391,0.12386127250555912,0.5623341223728571,0.3170145613657557,0.34476097596710753,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.2008510638297872
0.006518539484857062,0.11733088027172374,0.06190914237192188,0.10253396546844042,0.08634588168695159,0.08042532948645068,0.06,1.0,0.29,0.7375,0.51,0.5142436974789916,0.49402913748332644,0.9654032839215075,0.9367749241997245,0.9553679827972933,0.9493651985260888,0.9388419063027897,0.1674453888423022,0.9858507326844008,0.8756621949249471,0.9168477999180146,0.8966943909706164,0.8749299229771195,-0.1163474643138942,0.9733519833584391,0.12462341295459431,0.564252923032781,0.3196865361164909,0.34705125863558245,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20084033613445376
0.006518539484857062,0.11733088027172374,0.06306927540333994,0.10257889895273138,0.08689923577696008,0.08097100551938863,0.06,1.0,0.2875,0.73,0.5,0.5096666666666667,0.49402913748332644,0.9654032839215075,0.9380107866185501,0.9554472160407383,0.9495616804210163,0.9395836698584988,0.1674453888423022,0.9863774008904191,0.8775627055599357,0.9180885979096434,0.8974792988879547,0.8761778064042479,-0.1163474643138942,0.9733519833584391,0.12392403701312671,0.5540043755828132,0.31733735026181764,0.3424178980465294,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20083333333333334
0.006518539484857062,0.11733088027172374,0.06268751769034814,0.10274978771582224,0.08717378998018681,0.08133595160273085,0.06,1.0,0.28,0.73,0.5,0.5062240663900415,0.49402913748332644,0.9660714883872836,0.9382330191829494,0.9557332852957661,0.9500168702014752,0.9400454631008953,0.1674453888423022,0.9863774008904191,0.8794328536831361,0.9197538226910075,0.8983307030482005,0.8792872958066593,-0.1163474643138942,0.9733519833584391,0.11505630872964634,0.5577433469621979,0.3113119575353275,0.3387698483919041,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20082987551867218
0.006518539484857062,0.11733088027172374,0.062367676195867534,0.10265213699405605,0.08637135578828191,0.08081393220774408,0.06,1.0,0.28,0.74,0.5,0.5113253012048192,0.49402913748332644,0.9660714883872836,0.9381149442290324,0.9557528491176537,0.9500168702014752,0.9399595988737918,0.1674453888423022,0.9863774008904191,0.8808192602683498,0.9198721305548176,0.8991941966781328,0.8802343764503462,-0.1163474643138942,0.9733519833584391,0.12373574349042393,0.566171723692705,0.3217129330751022,0.34447653608480255,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.2008032128514056
0.006518539484857062,0.11733088027172374,0.06264647608264931,0.10288281913388056,0.08668553637135579,0.08111461315789771,0.06,1.0,0.28,0.74,0.5,0.50800796812749,0.49402913748332644,0.9660714883872836,0.9384283868691803,0.9559800049736503,0.950193506251286,0.94037297210642,0.1674453888423022,0.9863774008904191,0.8787688975085786,0.9201937576255166,0.8989306399044318,0.8792670698211735,-0.1163474643138942,0.9733519833584391,0.11299404633813931,0.5634459507926262,0.3217129330751022,0.3411558557392266,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.20079681274900396
