heuristic,model,graph,seed,k,spread,community,fairness,budget,time
CELF,WC,wiki-vote_di,1,19,0.05459078686668553,0.050030117922286094,0.04033750463387363,0.04620842802041103,0.010918157373337104
CELF,WC,wiki-vote_di,1,20,0.05459078686668553,0.050030117922286094,0.04033750463387363,0.04620842802041103,0.010918157373337104
CELF,WC,wiki-vote_di,1,21,0.05537005377865836,0.0507416636706839,0.043579959329501206,0.046726625704038044,0.01107401075573167
CELF,WC,wiki-vote_di,1,22,0.05730625530710444,0.05249810596296505,0.04512675875915385,0.04798909409895769,0.011461251061420886
CELF,WC,wiki-vote_di,1,23,0.057665864704217376,0.05283733954027126,0.045412407880408734,0.04822163686597391,0.011533172940843472
CELF,WC,wiki-vote_di,1,24,0.05855321256722332,0.05364868372220803,0.046107536624780704,0.04878726463906066,0.01171064251344466
CELF,WC,wiki-vote_di,1,25,0.059346093971129346,0.05440516268384164,0.04825004397409011,0.049281614051782205,0.011869218794225866
CELF,WC,wiki-vote_di,1,26,0.06084892442683272,0.055781261169865926,0.04948752730066338,0.05020955068205943,0.012169784885366542
CELF,WC,wiki-vote_di,1,27,0.06124150863288989,0.056139381426439025,0.051089218830149136,0.05044874516210029,0.012248301726577976
CELF,WC,wiki-vote_di,1,28,0.0621178177186527,0.05694181267816593,0.051844175269278085,0.05097553006226779,0.012423563543730537
CELF,WC,wiki-vote_di,1,29,0.06269156524200396,0.05749759621325763,0.05378162264225088,0.051315967585627786,0.01253831304840079
CELF,WC,wiki-vote_di,1,30,0.06451338805547693,0.05940738753500105,0.05578147130173359,0.052381409189404066,0.012902677611095384
CELF,WC,wiki-vote_di,1,31,0.06467060571752052,0.05955160182315604,0.05592247461594318,0.05247223140024031,0.0129341211435041
CELF,WC,wiki-vote_di,1,32,0.06513061137843193,0.05997652035510036,0.05633176125939665,0.05273551130615897,0.013026122275686383
CELF,WC,wiki-vote_di,1,33,0.06534016416643079,0.060169300668783884,0.05651632997882519,0.05285440970319441,0.013068032833286156
CELF,WC,wiki-vote_di,1,34,0.0659239456552505,0.060802043870138114,0.05739816147710841,0.053180994010726505,0.013184789131050098
CELF,WC,wiki-vote_di,1,35,0.06761563826776111,0.062367533277405976,0.05891544428801409,0.054116030050157,0.013523127653552219
CELF,WC,wiki-vote_di,1,36,0.06800329748089443,0.0627251467148311,0.059279399362948265,0.054327989906129213,0.013600659496178882
CELF,WC,wiki-vote_di,1,37,0.06905894424002264,0.06380413447658967,0.06023787076836773,0.05489583260369054,0.013811788848004524
CELF,WC,wiki-vote_di,1,38,0.06905894424002264,0.06382148182683267,0.06023787076836773,0.05489583260369054,0.013811788848004524
CELF,WC,wiki-vote_di,1,39,0.07014755165581658,0.06483064551223548,0.061210036699452804,0.05546531928925007,0.014029510331163314
CELF,WC,wiki-vote_di,1,40,0.0703844607981885,0.06505010068060835,0.06195244046273721,0.05558763992670742,0.014076892159637696
CELF,WC,wiki-vote_di,1,41,0.07096143504104159,0.06558624173404673,0.06247661737548703,0.05587991394600507,0.014192287008208316
CELF,WC,wiki-vote_di,1,42,0.07136938862156807,0.06596409161864705,0.06284519362008155,0.056083568844769435,0.014192287008208316
CELF,WC,wiki-vote_di,1,43,0.07160171242570053,0.06617962665416649,0.06305717718952017,0.05619775596950336,0.014318935748655528
CELF,WC,wiki-vote_di,1,44,0.07201303424851399,0.06656153153934057,0.06342690402437423,0.05639602601105752,0.01440120011321822
CELF,WC,wiki-vote_di,1,45,0.07271979903764506,0.06722720384375579,0.06405849404736048,0.056730523828910376,0.014542553071044434
CELF,WC,wiki-vote_di,1,46,0.07283596093971129,0.0673341900115679,0.06416147385845226,0.05678516350130112,0.01456578545145768
CELF,WC,wiki-vote_di,1,47,0.07283596093971129,0.06733478996508216,0.06416170093196163,0.05678516350130112,0.01456578545145768
CELF,WC,wiki-vote_di,1,48,0.07411057175205207,0.06852897375635103,0.06529278192288283,0.057365280107305155,0.014820707613925838
CELF,WC,wiki-vote_di,1,49,0.07443464477780921,0.06882853631757614,0.06557839286973598,0.05751046324211372,0.014885522219077265
CELF,WC,wiki-vote_di,1,50,0.07443464477780921,0.06890993598177317,0.06557839286973598,0.05751046324211372,0.014885522219077265
CELF,WC,wiki-vote_di,1,51,0.07480703368242286,0.0692557201482355,0.06590329861747884,0.057672296552392886,0.014959999999999994
CELF,WC,wiki-vote_di,1,52,0.07538105009906594,0.06986306292668576,0.06640179551614593,0.057919797641299106,0.01507480328332861
CELF,WC,wiki-vote_di,1,53,0.07538105009906594,0.07000771726498642,0.06642594163440634,0.057919797641299106,0.01507480328332861
CELF,WC,wiki-vote_di,1,54,0.07580094820266062,0.07052433249591451,0.06679726781521443,0.05809553076556731,0.015158782904047546
CELF,WC,wiki-vote_di,1,55,0.07649511746391169,0.07117212738355819,0.06740764386400346,0.058378357062382896,0.01529761675629776
CELF,WC,wiki-vote_di,1,56,0.07652998867817719,0.07120675193238818,0.0674381168981886,0.05839244212138362,0.015304590999150859
CELF,WC,wiki-vote_di,1,57,0.07652998867817719,0.07120675193238818,0.0674381168981886,0.05839244212138362,0.015304590999150859
CELF,WC,wiki-vote_di,1,58,0.07713567789414096,0.07177357363595212,0.06796029478291359,0.05862989957851367,0.015425728842343613
CELF,WC,wiki-vote_di,1,59,0.07788419190489668,0.07247334412333362,0.06860100670928815,0.058920209832882514,0.015575431644494757
CELF,WC,wiki-vote_di,1,60,0.07788419190489668,0.07248744965370983,0.06860238174910238,0.058920209832882514,0.015575431644494757
CELF,WC,wiki-vote_di,1,61,0.07788419190489668,0.0724874579366836,0.06860238174910238,0.058920209832882514,0.015575431644494757
CELF,WC,wiki-vote_di,1,62,0.07828322954995753,0.07285954115873246,0.0689436042155754,0.059066474976434705,0.015655239173506932
CELF,WC,wiki-vote_di,1,63,0.07828322954995753,0.07286009153004674,0.0689436042155754,0.059066474976434705,0.015655239173506932
CELF,WC,wiki-vote_di,1,64,0.07853185677894141,0.07309263449877078,0.06915509156109378,0.05915510226389151,0.015704964619303704
