heuristic,model,graph,seed,k,spread,community,fairness,budget,time
CELF,WC,lastfm_un,1,11,0.10042825288562435,0.05585929567394182,0.0376333674652692,0.08929293989017881,0.004994110703043022
CELF,WC,lastfm_un,1,12,0.10363706715634838,0.057655471891328185,0.03884999025406241,0.09174116496880909,0.004994110703043022
CELF,WC,lastfm_un,1,13,0.1073400445960126,0.05973668415851087,0.04024412800914347,0.09452964778401683,0.004994110703043022
CELF,WC,lastfm_un,1,14,0.1114279774396642,0.06248771508709424,0.041783883449045274,0.09756955707621875,0.004994110703043022
CELF,WC,lastfm_un,1,15,0.11397329485834207,0.06651798383592078,0.04494090934193436,0.09944370625356748,0.004994110703043022
CELF,WC,lastfm_un,1,16,0.1170693074501574,0.06854067277721854,0.046174508313540655,0.10168207521613304,0.004994110703043022
CELF,WC,lastfm_un,1,17,0.12026019150052467,0.07042249133380739,0.04744159679403635,0.10394567243414479,0.004994110703043022
CELF,WC,lastfm_un,1,18,0.1215110571878279,0.07217611617414903,0.0505443911683732,0.1048212620704813,0.004994110703043022
CELF,WC,lastfm_un,1,19,0.12528907397691502,0.07522842945048501,0.05238654681600096,0.107435710902966,0.004994110703043022
CELF,WC,lastfm_un,1,20,0.12978540136411332,0.07859908669859397,0.05430033438527368,0.1104873147771471,0.004994110703043022
CELF,WC,lastfm_un,1,21,0.131500314795383,0.07964647008066732,0.05508893062840156,0.11163327940376581,0.004994110703043022
CELF,WC,lastfm_un,1,22,0.13520183630640084,0.08274394666320693,0.05934795071851327,0.11408258097593288,0.004994110703043022
CELF,WC,lastfm_un,1,23,0.136383499475341,0.08437235270193076,0.060204077922416124,0.11485321744217883,0.004994110703043022
CELF,WC,lastfm_un,1,24,0.14106970094438614,0.0875907705978703,0.062594766405667,0.11785978339187328,0.004994110703043022
CELF,WC,lastfm_un,1,25,0.14106970094438614,0.0875907705978703,0.062594766405667,0.11785978339187328,0.004994110703043022
CELF,WC,lastfm_un,1,26,0.14317885624344176,0.08891624511005988,0.0635491266207619,0.11918017579194848,0.004994110703043022
CELF,WC,lastfm_un,1,27,0.14520493179433366,0.09020588576671981,0.06446249692703089,0.12042261307933064,0.004994110703043022
CELF,WC,lastfm_un,1,28,0.14721458551941236,0.09214305455102215,0.06550016918853974,0.12163922430477028,0.004994110703043022
CELF,WC,lastfm_un,1,29,0.14952040923399787,0.0936100375986022,0.0665780170981662,0.12301524637513642,0.004994110703043022
CELF,WC,lastfm_un,1,30,0.15144577649527804,0.09566015913987919,0.06758553858753344,0.12415139671512614,0.004994110703043022
CELF,WC,lastfm_un,1,31,0.15353822140608603,0.09765091222835934,0.06919100346883,0.12536918707612688,0.004994110703043022
CELF,WC,lastfm_un,1,32,0.1541884312696747,0.09807031424115448,0.06949075023228264,0.1257399587793414,0.004994110703043022
CELF,WC,lastfm_un,1,33,0.15421743179433364,0.09809254656793692,0.06950430915074904,0.12575627986384505,0.004994110703043022
CELF,WC,lastfm_un,1,34,0.15758062696747113,0.10147264770613641,0.07426737892805191,0.12763014164592504,0.004994110703043022
CELF,WC,lastfm_un,1,35,0.15819106768100732,0.10187393801759673,0.07456622502987782,0.12796515418961407,0.004994110703043022
CELF,WC,lastfm_un,1,36,0.15909683892969567,0.10246654354916178,0.07500984817693765,0.12845680109501734,0.004994110703043022
CELF,WC,lastfm_un,1,37,0.16007026495278068,0.10311046150245581,0.07557775095765648,0.12897931959793557,0.004994110703043022
CELF,WC,lastfm_un,1,38,0.16168776232948578,0.10462861979386556,0.0763697659956985,0.12983657418566796,0.004994110703043022
CELF,WC,lastfm_un,1,39,0.1633263772298006,0.10571013552009043,0.07717027072343653,0.13068789168777845,0.004994110703043022
CELF,WC,lastfm_un,1,40,0.16540953567681005,0.10710006126077387,0.07818779058379458,0.1317573715699554,0.004994110703043022
CELF,WC,lastfm_un,1,41,0.16716622507869883,0.10826591200351163,0.07903206360121864,0.13264684908626523,0.004994110703043022
CELF,WC,lastfm_un,1,42,0.16778091552990554,0.10867262513086398,0.07932618128719043,0.13295278870845867,0.004994110703043022
CELF,WC,lastfm_un,1,43,0.16965001311647426,0.10990246864160338,0.08022154805597839,0.13386865385279847,0.004994110703043022
CELF,WC,lastfm_un,1,44,0.17004371720881425,0.11017359130928506,0.08041008992579235,0.13405920395838156,0.004994110703043022
CELF,WC,lastfm_un,1,45,0.17165100996852045,0.11122920812051154,0.0811787461236044,0.13482704171213641,0.004994110703043022
CELF,WC,lastfm_un,1,46,0.17208235834207763,0.1115248506128563,0.08138477412591527,0.13503068233328658,0.004994110703043022
CELF,WC,lastfm_un,1,47,0.17208235834207763,0.1115248506128563,0.08138477412591527,0.13503068233328658,0.004994110703043022
CELF,WC,lastfm_un,1,48,0.17294788824763901,0.11209740193921032,0.08179699401403402,0.1354294616939307,0.004994110703043022
CELF,WC,lastfm_un,1,49,0.17294788824763901,0.11216787792498606,0.0818027437380743,0.1354294616939307,0.004994110703043022
CELF,WC,lastfm_un,1,50,0.1756380771248688,0.11468430798168205,0.08308844454221855,0.13662322641718594,0.004994110703043022
CELF,WC,lastfm_un,1,51,0.1773129721930745,0.11588882009403814,0.08389023992545197,0.13735485770073638,0.004994110703043022
CELF,WC,lastfm_un,1,52,0.1773129721930745,0.11588882009403814,0.0838939907536436,0.13735485770073638,0.004994110703043022
